"Winter","Date","Canton","Community","Starting.zone","url","Elevation..m.","Aspect","Activity","Victims..caught..buried.","Danger..level","mon","Fatalities","deg","degjit","activity","lat","long"
"2013/14",2014-02-18,"VS","Anniviers","Arête de Sorebois / Combe Durant","http://map.geo.admin.ch/?Y=611792&X=109503&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2785,"NNE",2,"1 (1, 1)",3,"February",1,22.5,23.2597646075301,"Off-piste skiing/boarding",46.1369107053068,7.59122631100231
"2013/14",2014-02-17,"VS","Nendaz","LíArpette","http://map.geo.admin.ch/?Y=590373&X=106777&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2210,"NE",2,"1 (1, 1)",3,"February",1,45,47.3679460929707,"Off-piste skiing/boarding",46.1124233724557,7.31411923947858
"2013/14",2014-02-09,"VS","Martigny Combe","Pointe Ronde / Luy / La Giète","http://map.geo.admin.ch/?Y=568490&X=99600&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2330,"NNE",1,"1 (6, 2)",3,"February",1,22.5,19.4725531474687,"Backcountry touring",46.0471966235873,7.03156389235513
"2013/14",2014-01-05,"VS","Mont-Noble","Pointe de Masserey","http://map.geo.admin.ch/?Y=604100&X=115000&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2680,"WNW",1,"4 (6, 4)",3,"January",4,292.5,297.46076846635,"Backcountry touring",46.1864497824428,7.49173961033207
"2013/14",2014-01-05,"VS","Nendaz","Forêt du Ban / Tracouet","http://map.geo.admin.ch/?Y=587572&X=112484&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2025,"NNW",2,"1 (1, 0)",3,"January",1,337.5,332.685833804775,"Off-piste skiing/boarding",46.1637148885767,7.27773922410572
"2013/14",2013-12-30,"VS","Evolène","Serre de Vuibé","http://map.geo.admin.ch/?Y=603574&X=94403&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2390,"NNE",1,"1 (1, 1)",3,"December",1,22.5,21.7878145738505,"Backcountry touring",46.0011730175206,7.48477020963055
"2013/14",2013-12-30,"VS","Orsières","Aiguilles díArpette / Val díArpette","http://map.geo.admin.ch/?Y=572320&X=95559&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2640,"N",1,"1 (1, 1)",3,"December",1,0,-5.56553920079023,"Backcountry touring",46.0110143512736,7.08127998069265
"2013/14",2013-12-30,"GR","Davos","Affereidgufer / Büelenhorn","http://map.geo.admin.ch/?Y=778034&X=172726&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2590,"ENE",1,"1 (2, 1)",3,"December",1,67.5,74.2072975644842,"Backcountry touring",46.6819907446016,9.76599176354608
"2013/14",2013-12-29,"VS","Orsières","La Dotse / Cretté Létemaire","http://map.geo.admin.ch/?Y=573664&X=84137&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2072,"NE",1,"1 (1, 1)",3,"December",1,45,40.0400743726641,"Backcountry touring",45.9083243774697,7.099268508258
"2013/14",2013-12-29,"VD","Bex","Bas Crots","http://map.geo.admin.ch/?Y=579700&X=125900&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2050,"NNW",1,"1 (1, 1)",3,"December",1,337.5,343.078292786144,"Backcountry touring",46.2842076606332,7.17524290828967
"2013/14",2013-12-27,"GR","St. Moritz","Piz Nair","http://map.geo.admin.ch/?Y=780320&X=153210&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",3010,"SE",2,"1 (1, 1)",3,"December",1,135,134.726391633507,"Off-piste skiing/boarding",46.5058984090242,9.78821519686947
"2013/14",2013-12-26,"UR","Realp","Witenwasserental / Schweig","http://map.geo.admin.ch/?Y=680880&X=159030&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",1720,"N",1,"1 (1, 1)",4,"December",1,0,3.91840717941523,"Backcountry touring",46.5776479800263,8.49378172961693
"2012/13",2013-04-14,"VS","Fieschertal","Trugberg","http://map.geo.admin.ch/?Y=644460&X=154510&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",3730,"S",1,"1 (2, 1)",3,"April",1,180,175.409830317833,"Backcountry touring",46.54040186884,8.01824266313778
"2012/13",2013-04-13,"VS","Zermatt","Matterhorn","http://map.geo.admin.ch/?Y=618131&X=92229&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",3380,"SE",1,"1 (3, 0)",2,"April",1,135,132.30895186821,"Backcountry touring",45.9813834855624,7.67258682913228
"2012/13",2013-04-12,"VS","Fieschertal","Grünhornlücke","http://map.geo.admin.ch/?Y=649200&X=151700&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",3320,"S",1,"1 (13, 7)",3,"April",1,180,174.599548670929,"Backcountry touring",46.5147934120954,8.07973405819399
"2012/13",2013-03-29,"GR","Poschiavo","Val da Camp / Val Viola","http://map.geo.admin.ch/?Y=807990&X=142376&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2370,"W",1,"2 (5, 4)",2,"March",2,270,267.422451488674,"Backcountry touring",46.4004729505701,10.1436171132331
"2012/13",2013-03-21,"GR","Disentis / Mustér","Piz Gendusas / Val Strem","http://map.geo.admin.ch/?Y=702080&X=175080&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2820,"SSE",2,"1 (5, 2)",2,"March",1,157.5,152.75130366534,"Off-piste skiing/boarding",46.7191056576583,8.7738677232889
"2012/13",2013-03-19,"VS","Trient","La Grand Jeur / Tête Balme","http://map.geo.admin.ch/?Y=563222&X=98539&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2065,"N",2,"1 (1, 1)",3,"March",1,0,-6.56041270634159,"Off-piste skiing/boarding",46.0373863530585,6.96359186538076
"2012/13",2013-03-04,"GR","Tujetsch","Tschamut","http://map.geo.admin.ch/?Y=696200&X=167800&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",1890,"SE",1,"1 (1, 1)",2,"March",1,135,138.981227163691,"Backcountry touring",46.6545007181092,8.69544429551918
"2012/13",2013-02-16,"VS","Orsières","Grands Plans","http://map.geo.admin.ch/?Y=574060&X=96800&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2160,"NNE",1,"1 (1, 1)",2,"February",1,22.5,17.1319107143208,"Backcountry touring",46.0222465573523,7.10367526789109
"2012/13",2013-02-16,"VS","Anniviers","Le Touno","http://map.geo.admin.ch/?Y=616160&X=116790&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2720,"S",1,"1 (2, 2)",2,"February",1,180,178.376178224571,"Backcountry touring",46.2023704327737,7.64799969543157
"2012/13",2013-02-13,"VS","Isérables","Plan du Fou / Prafleuri","http://map.geo.admin.ch/?Y=588460&X=109100&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2470,"W",2,"1 (1, 0)",2,"February",1,270,269.295571731403,"Off-piste skiing/boarding",46.1332898794481,7.28931893689016
"2012/13",2013-02-13,"VS","Nendaz","Bec des Etagnes","http://map.geo.admin.ch/?Y=590428&X=104192&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",3150,"SSW",2,"2 (6, 4)",2,"February",2,202.5,196.363408315927,"Off-piste skiing/boarding",46.08917085536,7.31488332543804
"2012/13",2013-02-12,"VS","Anniviers","Corne de Sorebois","http://map.geo.admin.ch/?Y=611100&X=111100&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2600,"W",2,"1 (1, 1)",2,"February",1,270,264.359802784398,"Off-piste skiing/boarding",46.1512882739903,7.58230963622871
"2012/13",2013-02-03,"VS","Anniviers","Bella Tola / Rothorn","http://map.geo.admin.ch/?Y=615980&X=121090&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2890,"SW",1,"1 (1, 1)",3,"February",1,225,225.37200751435,"Backcountry touring",46.2410555494943,7.64581472987864
"2012/13",2013-01-29,"FR","Semsales","Teysachaux / Tremetta","http://map.geo.admin.ch/?Y=566100&X=153950&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",1750,"",1,"1 (1, 1)",3,"January",1,NA,NA,"Backcountry touring",46.5359825989334,6.99673556073627
"2012/13",2013-01-24,"GR","Alvaneu","Piz Mosch / Val digl Guert","http://map.geo.admin.ch/?Y=767300&X=175425&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2250,"E",1,"1 (1, 1)",2,"January",1,90,84.1725918301381,"Backcountry touring",46.7090378086809,9.6267306029238
"2012/13",2013-01-19,"BE","Kandergrund","Ärmighore","http://map.geo.admin.ch/?Y=621030&X=154435&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2690,"W",1,"1 (2, 1)",2,"January",1,270,271.846528792288,"Backcountry touring",46.5408735277124,7.71279656368577
"2012/13",2012-12-23,"SG","Vilters Wangs","Gamidaurspitz","http://map.geo.admin.ch/?Y=748903&X=207068&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2260,"NNE",1,"1 (1, 1)",4,"December",1,22.5,20.8948177904822,"Backcountry touring",46.9979500499425,9.39655285457324
"2012/13",2012-12-19,"VS","Nendaz","Les Lués Rares","http://map.geo.admin.ch/?Y=588490&X=105960&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2525,"NE",2,"1 (4, 1)",3,"December",1,45,51.8703066664748,"Off-piste skiing/boarding",46.1050445706206,7.28978414618541
"2012/13",2012-11-12,"GR","Pontresina","Diavolezza / oberhalb Lej da Diavolezza","http://map.geo.admin.ch/?Y=794694&X=143846&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2740,"N",2,"1 (1, 1)",NA,"November",1,0,-1.46578174317256,"Off-piste skiing/boarding",46.4176813969832,9.97144182636635
"2012/13",2012-10-27,"GR","Pontresina","Piz Bernina / La Spedla","http://map.geo.admin.ch/?Y=789985&X=139516&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",3950,"NE",1,"1 (1, 1)",NA,"October",1,45,47.6686375108548,"Backcountry touring",46.3801006400724,9.9084495820807
"2011/12",2012-04-25,"VS","Nendaz","Col des Gentianes / Louettes Econdoue","http://map.geo.admin.ch/?Y=589446&X=104771&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2800,"N",2,"1 (1, 1)",3,"April",1,0,0.841827280353755,"Off-piste skiing/boarding",46.0943645871917,7.30217431685018
"2011/12",2012-04-23,"FR","Plaffeien","Schafarnisch","http://map.geo.admin.ch/?Y=594610&X=167140&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2100,"NNW",1,"1 (2, 0)",2,"April",1,337.5,338.993120033294,"Backcountry touring",46.6554708870332,7.36822116044178
"2011/12",2012-04-17,"VS","Anniviers","Col de Vijivi","http://map.geo.admin.ch/?Y=617077&X=115930&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2900,"NW",1,"1 (2, 1)",2,"April",1,315,315.256406463217,"Backcountry touring",46.1946116569479,7.65984851890895
